query_name,query_scop_id,query_scop_lineage,query_scop_lineage_fixed,query_family,query_superfamily,query_fold,query_class
d2xzga2 a.118.1.0 (A:331-357) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2xzga2,a.118.1.0,a.118.1.0,a.118.1.0,a.118.1,a.118,a
d4qrea2 a.27.1.0 (A:360-520) automated matches {Staphylococcus aureus [TaxId: 1280]},d4qrea2,a.27.1.0,a.27.1.0,a.27.1.0,a.27.1,a.27,a
d5ziqa1 a.1.1.0 (A:37-190) automated matches {Ramazzottius varieornatus [TaxId: 947166]},d5ziqa1,a.1.1.0,a.1.1.0,a.1.1.0,a.1.1,a.1,a
d1lrva_ a.118.1.5 (A:) Leucine-rich repeat variant {Azotobacter vinelandii [TaxId: 354]},d1lrva_,a.118.1.5,a.118.1.5,a.118.1.5,a.118.1,a.118,a
d2d5ba1 a.27.1.0 (A:349-500) automated matches {Thermus thermophilus [TaxId: 274]},d2d5ba1,a.27.1.0,a.27.1.1,a.27.1.1,a.27.1,a.27,a
d6wk3a_ a.1.1.0 (A:) automated matches {Rhodothermus marinus [TaxId: 518766]},d6wk3a_,a.1.1.0,a.1.1.0,a.1.1.0,a.1.1,a.1,a
d1t8ka_ a.28.1.1 (A:) Acyl carrier protein {Escherichia coli [TaxId: 562]},d1t8ka_,a.28.1.1,a.28.1.1,a.28.1.1,a.28.1,a.28,a
d2xz0d_ a.28.1.0 (D:) automated matches {Spinach (Spinacia oleracea) [TaxId: 3562]},d2xz0d_,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d1e7ua1 a.118.1.6 (A:525-725) Phoshoinositide 3-kinase (PI3K) helical domain {Pig (Sus scrofa) [TaxId: 9823]},d1e7ua1,a.118.1.6,a.118.1.6,a.118.1.6,a.118.1,a.118,a
d4po5a1 a.1.1.0 (A:2-161) automated matches {Synechocystis sp. [TaxId: 1111708]},d4po5a1,a.1.1.0,a.1.1.0,a.1.1.0,a.1.1,a.1,a
d1vkua1 a.28.1.1 (A:1-82) Acyl carrier protein {Thermotoga maritima [TaxId: 2336]},d1vkua1,a.28.1.1,a.28.1.1,a.28.1.1,a.28.1,a.28,a
d3u9wa3 a.118.1.7 (A:1461-1610) Leukotriene A4 hydrolase C-terminal domain {Human (Homo sapiens) [TaxId: 9606]},d3u9wa3,a.118.1.7,a.118.1.7,a.118.1.7,a.118.1,a.118,a
d1nq4a_ a.28.1.1 (A:) Oxytetracycline polyketide synthase acyl carrier {Streptomyces rimosus [TaxId: 1927]},d1nq4a_,a.28.1.1,a.28.1.1,a.28.1.1,a.28.1,a.28,a
d1x46a_ a.1.1.0 (A:) automated matches {Tokunagayusurika akamusi [TaxId: 28383]},d1x46a_,a.1.1.0,a.1.1.0,a.1.1.0,a.1.1,a.1,a
d4h2wc1 a.28.1.1 (C:1-77) automated matches {Agrobacterium tumefaciens [TaxId: 176299]},d4h2wc1,a.28.1.1,a.28.1.1,a.28.1.1,a.28.1,a.28,a
d1x3ka_ a.1.1.0 (A:) automated matches {Tokunagayusurika akamusi [TaxId: 28383]},d1x3ka_,a.1.1.0,a.1.1.0,a.1.1.0,a.1.1,a.1,a
d1ib2a_ a.118.1.8 (A:) Pumilio 1 {Human (Homo sapiens) [TaxId: 9606]},d1ib2a_,a.118.1.8,a.118.1.8,a.118.1.8,a.118.1,a.118,a
d2cg5b_ a.28.1.1 (B:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2cg5b_,a.28.1.1,a.28.1.1,a.28.1.1,a.28.1,a.28,a
"d4mrtc1 a.28.1.2 (C:8-83) Peptidyl carrier protein (PCP), thioester domain {Bacillus brevis [TaxId: 1393]}",d4mrtc1,a.28.1.2,a.28.1.2,a.28.1.2,a.28.1,a.28,a
d1kf6b1 a.1.2.1 (B:106-243) Fumarate reductase {Escherichia coli [TaxId: 562]},d1kf6b1,a.1.2.1,a.1.2.1,a.1.2.1,a.1.2,a.1,a
d2mr7a1 a.28.1.0 (A:4-81) automated matches {Actinoplanes teichomyceticus [TaxId: 1867]},d2mr7a1,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d1ho8a_ a.118.1.9 (A:) Regulatory subunit H of the V-type ATPase {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1ho8a_,a.118.1.9,a.118.1.9,a.118.1.9,a.118.1,a.118,a
d2h88b2 a.1.2.1 (B:115-246) Succinate dehydogenase {Chicken (Gallus gallus) [TaxId: 9031]},d2h88b2,a.1.2.1,a.1.2.1,a.1.2.1,a.1.2,a.1,a
d2l4ba1 a.28.1.0 (A:6-88) automated matches {Anaplasma phagocytophilum [TaxId: 212042]},d2l4ba1,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d4bpfa1 a.28.1.0 (A:1-78) automated matches {Bacillus subtilis [TaxId: 1423]},d4bpfa1,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d2bs2b1 a.1.2.1 (B:107-240) automated matches {Wolinella succinogenes [TaxId: 844]},d2bs2b1,a.1.2.1,a.1.2.1,a.1.2.1,a.1.2,a.1,a
d7of0w_ a.28.1.0 (w:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d7of0w_,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d6qh5a_ a.118.1.10 (A:) Adaptin alpha C subunit N-terminal fragment {Mouse (Mus musculus) [TaxId: 10090]},d6qh5a_,a.118.1.10,a.118.1.10,a.118.1.10,a.118.1,a.118,a
"d7m32a1 a.1.2.2 (A:3-183) Dihydropyrimidine dehydrogenase, N-terminal domain {Pig (Sus scrofa) [TaxId: 9823]}",d7m32a1,a.1.2.2,a.1.2.2,a.1.2.2,a.1.2,a.1,a
d2cgqa1 a.28.1.0 (A:1-73) automated matches {Mycobacterium tuberculosis [TaxId: 83332]},d2cgqa1,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d7bvgp_ a.28.1.0 (P:) automated matches {Mycolicibacterium smegmatis [TaxId: 246196]},d7bvgp_,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d6lumb2 a.1.2.0 (B:133-260) automated matches {Mycolicibacterium smegmatis [TaxId: 1445611]},d6lumb2,a.1.2.0,a.1.2.0,a.1.2.0,a.1.2,a.1,a
d6qh5b_ a.118.1.10 (B:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6qh5b_,a.118.1.10,a.118.1.10,a.118.1.10,a.118.1,a.118,a
"d1grja1 a.2.1.1 (A:2-79) GreA transcript cleavage protein, N-terminal domain {Escherichia coli [TaxId: 562]}",d1grja1,a.2.1.1,a.2.1.1,a.2.1.1,a.2.1,a.2,a
d4pxhb1 a.28.1.0 (B:6-78) automated matches {Streptomyces sp. [TaxId: 1001349]},d4pxhb1,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
"d2f23a1 a.2.1.1 (A:3-77) GreA transcript cleavage protein, N-terminal domain {Thermus thermophilus [TaxId: 274]}",d2f23a1,a.2.1.1,a.2.1.1,a.2.1.1,a.2.1,a.2,a
d1oxja2 a.118.1.13 (A:656-763) RNA-binding protein Smaug {Fruit fly (Drosophila melanogaster) [TaxId: 7227]},d1oxja2,a.118.1.13,a.118.1.13,a.118.1.13,a.118.1,a.118,a
d6kxfc_ a.28.1.0 (C:) automated matches {Streptomyces sp. [TaxId: 1670457]},d6kxfc_,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
d2p4va1 a.2.1.0 (A:1-79) automated matches {Escherichia coli [TaxId: 562]},d2p4va1,a.2.1.0,a.2.1.0,a.2.1.0,a.2.1,a.2,a
d2qamx1 a.2.2.1 (X:1-63) Ribosomal protein L29 (L29p) {Escherichia coli [TaxId: 562]},d2qamx1,a.2.2.1,a.2.2.1,a.2.2.1,a.2.2,a.2,a
d6yj4t_ a.28.1.0 (T:) automated matches {Yarrowia lipolytica [TaxId: 4952]},d6yj4t_,a.28.1.0,a.28.1.0,a.28.1.0,a.28.1,a.28,a
"d1n52a1 a.118.1.14 (A:26-290) CBP80, 80KDa nuclear cap-binding protein {Human (Homo sapiens) [TaxId: 9606]}",d1n52a1,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
d1vq8v1 a.2.2.1 (V:1-65) Ribosomal protein L29 (L29p) {Haloarcula marismortui [TaxId: 2238]},d1vq8v1,a.2.2.1,a.2.2.1,a.2.2.1,a.2.2,a.2,a
d6w0vb_ a.28.2.0 (B:) automated matches {Pseudomonas aeruginosa [TaxId: 287]},d6w0vb_,a.28.2.0,a.28.2.0,a.28.2.0,a.28.2,a.28,a
d2j0121 a.2.2.1 (2:12-62) Ribosomal protein L29 (L29p) {Thermus thermophilus [TaxId: 274]},d2j0121,a.2.2.1,a.2.2.1,a.2.2.1,a.2.2,a.2,a
"d1n52a2 a.118.1.14 (A:291-480) CBP80, 80KDa nuclear cap-binding protein {Human (Homo sapiens) [TaxId: 9606]}",d1n52a2,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
d2eiaa1 a.28.3.1 (A:148-222) EIAV capsid protein p26 {Equine infectious anemia virus [TaxId: 11665]},d2eiaa1,a.28.3.1,a.28.3.1,a.28.3.1,a.28.3,a.28,a
d2qwob_ a.2.3.1 (B:) Auxilin J-domain {Cow (Bos taurus) [TaxId: 9913]},d2qwob_,a.2.3.1,a.2.3.1,a.2.3.1,a.2.3,a.2,a
"d3ds2a_ a.28.3.1 (A:) HIV capsid protein, dimerisation domain {Human immunodeficiency virus 1 [TaxId: 11676]}",d3ds2a_,a.28.3.1,a.28.3.1,a.28.3.1,a.28.3,a.28,a
"d1wjza1 a.2.3.1 (A:8-88) CSL-type zinc finger-containing protein 3 (J-domain protein DjC7, 1700030a21RIK) {Mouse (Mus musculus) [TaxId: 10090]}",d1wjza1,a.2.3.1,a.2.3.1,a.2.3.1,a.2.3,a.2,a
d3g21a_ a.28.3.1 (A:) automated matches {Rous sarcoma virus [TaxId: 11888]},d3g21a_,a.28.3.1,a.28.3.1,a.28.3.1,a.28.3,a.28,a
"d1n52a3 a.118.1.14 (A:481-790) CBP80, 80KDa nuclear cap-binding protein {Human (Homo sapiens) [TaxId: 9606]}",d1n52a3,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
"d1fpoa1 a.2.3.1 (A:1-76) HSC20 (HSCB), N-terminal (J) domain {Escherichia coli [TaxId: 562]}",d1fpoa1,a.2.3.1,a.2.3.1,a.2.3.1,a.2.3,a.2,a
d4ph0a2 a.28.3.0 (A:132-206) automated matches {Bovine leukemia virus [TaxId: 11901]},d4ph0a2,a.28.3.0,a.28.3.0,a.28.3.0,a.28.3,a.28,a
d1iura1 a.2.3.1 (A:14-88) Hypothetical protein KIAA0730 {Human (Homo sapiens) [TaxId: 9606]},d1iura1,a.2.3.1,a.2.3.1,a.2.3.1,a.2.3,a.2,a
d1ug3a1 a.118.1.14 (A:1235-1427) Eukaryotic initiation factor eIF4G {Human (Homo sapiens) [TaxId: 9606]},d1ug3a1,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
d4bhxa1 a.28.3.0 (A:3-90) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4bhxa1,a.28.3.0,a.28.3.0,a.28.3.0,a.28.3,a.28,a
"d1fafa_ a.2.3.1 (A:) Large T antigen, the N-terminal J domain {Murine polyomavirus [TaxId: 10634]}",d1fafa_,a.2.3.1,a.2.3.1,a.2.3.1,a.2.3,a.2,a
d1ug3a2 a.118.1.14 (A:1438-1564) Eukaryotic initiation factor eIF4G {Human (Homo sapiens) [TaxId: 9606]},d1ug3a2,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
d6saia1 a.28.3.0 (A:1-91) automated matches {Human endogenous retrovirus k [TaxId: 45617]},d6saia1,a.28.3.0,a.28.3.0,a.28.3.0,a.28.3,a.28,a
"d1gh6a1 a.2.3.1 (A:7-117) Large T antigen, the N-terminal J domain {Simian virus 40, Sv40 [TaxId: 10633]}",d1gh6a1,a.2.3.1,a.2.3.1,a.2.3.1,a.2.3,a.2,a
d4e6sa_ a.28.3.0 (A:) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d4e6sa_,a.28.3.0,a.28.3.0,a.28.3.0,a.28.3,a.28,a
d2o37a_ a.2.3.0 (A:) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d2o37a_,a.2.3.0,a.2.3.0,a.2.3.0,a.2.3,a.2,a
d1hu3a1 a.118.1.14 (A:745-986) Eukaryotic initiation factor eIF4G {Human (Homo sapiens) [TaxId: 9606]},d1hu3a1,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
d1e6ia_ a.29.2.1 (A:) GCN5 {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1e6ia_,a.29.2.1,a.29.2.1,a.29.2.1,a.29.2,a.29,a
d2yuaa1 a.2.3.0 (A:8-93) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2yuaa1,a.2.3.0,a.2.3.0,a.2.3.0,a.2.3,a.2,a
"d2nsza1 a.118.1.14 (A:322-450) Programmed cell death 4, PDCD4 {Mouse (Mus musculus) [TaxId: 10090]}",d2nsza1,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
"d3jb9a4 a.29.2.1 (A:698-822) Pre-mRNA splicing factor 8, Prp8 / Spp42 {Schizosaccharomyces pombe 972h- [TaxId: 284812]}",d3jb9a4,a.29.2.1,a.29.2.1,a.29.2.1,a.29.2,a.29,a
d6rzya1 a.2.3.0 (A:3-70) automated matches {Plasmodium falciparum [TaxId: 36329]},d6rzya1,a.2.3.0,a.2.3.0,a.2.3.0,a.2.3,a.2,a
d3ag7a1 a.2.3.0 (A:551-650) automated matches {Thale cress (Arabidopsis thaliana) [TaxId: 3702]},d3ag7a1,a.2.3.0,a.2.3.0,a.2.3.0,a.2.3,a.2,a
d1eqfa1 a.29.2.1 (A:1359-1497) TAFII250 double bromodomain module {Human (Homo sapiens) [TaxId: 9606]},d1eqfa1,a.29.2.1,a.29.2.1,a.29.2.1,a.29.2,a.29,a
"d1uw4b_ a.118.1.14 (B:) Regulator of nonsense transcripts 2, UPF2 {Human (Homo sapiens) [TaxId: 9606]}",d1uw4b_,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
d1fxkc_ a.2.5.1 (C:) Prefoldin alpha subunit {Methanobacterium thermoautotrophicum [TaxId: 145262]},d1fxkc_,a.2.5.1,a.2.5.1,a.2.5.1,a.2.5,a.2,a
d5bt3a_ a.29.2.1 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5bt3a_,a.29.2.1,a.29.2.1,a.29.2.1,a.29.2,a.29,a
d1paqa_ a.118.1.14 (A:) Translation initiation factor eIF-2b epsilon {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d1paqa_,a.118.1.14,a.118.1.14,a.118.1.14,a.118.1,a.118,a
d1fxka_ a.2.5.1 (A:) Prefoldin beta subunit {Methanobacterium thermoautotrophicum [TaxId: 145262]},d1fxka_,a.2.5.1,a.2.5.1,a.2.5.1,a.2.5,a.2,a
d6uy1a1 a.29.2.0 (A:20-128) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 559292]},d6uy1a1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
"d1cxzb_ a.2.6.1 (B:) Protein kinase c-like 1, pkn/prk1 {Human (Homo sapiens) [TaxId: 9606]}",d1cxzb_,a.2.6.1,a.2.6.1,a.2.6.1,a.2.6,a.2,a
d6mf9a_ a.29.2.0 (A:) automated matches {Cryptosporidium parvum [TaxId: 353152]},d6mf9a_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1upka_ a.118.1.15 (A:) Mo25 protein {Human (Homo sapiens) [TaxId: 9606]},d1upka_,a.118.1.15,a.118.1.15,a.118.1.15,a.118.1,a.118,a
d4nkgb_ a.2.6.1 (B:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4nkgb_,a.2.6.1,a.2.6.1,a.2.6.1,a.2.6,a.2,a
d6cw0a_ a.29.2.0 (A:) automated matches {Cryptosporidium parvum [TaxId: 5807]},d6cw0a_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
"d1seta1 a.2.7.1 (A:1-110) Seryl-tRNA synthetase (SerRS) {Thermus thermophilus, strain hb27 [TaxId: 274]}",d1seta1,a.2.7.1,a.2.7.1,a.2.7.1,a.2.7,a.2,a
d1oyza_ a.118.1.16 (A:) Hypothetical protein YibA {Escherichia coli [TaxId: 562]},d1oyza_,a.118.1.16,a.118.1.16,a.118.1.16,a.118.1,a.118,a
d5ig6a1 a.29.2.0 (A:348-454) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5ig6a1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d2iy5a1 a.2.7.2 (A:15-84) Phenylalanyl-tRNA synthetase (PheRS) {Thermus thermophilus [TaxId: 274]},d2iy5a1,a.2.7.2,a.2.7.2,a.2.7.2,a.2.7,a.2,a
d1te4a_ a.118.1.16 (A:) MTH187 {Methanobacterium thermoautotrophicum [TaxId: 145262]},d1te4a_,a.118.1.16,a.118.1.16,a.118.1.16,a.118.1,a.118,a
d1ivsa1 a.2.7.3 (A:797-862) Valyl-tRNA synthetase (ValRS) C-terminal domain {Thermus thermophilus [TaxId: 274]},d1ivsa1,a.2.7.3,a.2.7.3,a.2.7.3,a.2.7,a.2,a
d5s9ga_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5s9ga_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1lrza1 a.2.7.4 (A:245-309) Methicillin resistance protein FemA probable tRNA-binding arm {Staphylococcus aureus [TaxId: 1280]},d1lrza1,a.2.7.4,a.2.7.4,a.2.7.4,a.2.7,a.2,a
d6znva1 a.29.2.0 (A:178-291) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6znva1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1t06a_ a.118.1.17 (A:) Hypothetical protein BC3264 {Bacillus cereus (strain ATCC 14579 / DSM 31) [TaxId: 226900]},d1t06a_,a.118.1.17,a.118.1.17,a.118.1.17,a.118.1,a.118,a
d6p24c1 a.2.7.0 (C:5-90) automated matches {Escherichia coli [TaxId: 83333]},d6p24c1,a.2.7.0,a.2.7.0,a.2.7.0,a.2.7,a.2,a
d6bqaa_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6bqaa_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
"d1k4ta1 a.2.8.1 (A:641-712) Eukaryotic DNA topoisomerase I, dispensable insert domain {Human (Homo sapiens) [TaxId: 9606]}",d1k4ta1,a.2.8.1,a.2.8.1,a.2.8.1,a.2.8,a.2,a
d2b6ca1 a.118.1.17 (A:3-215) Hypothetical protein EF3068 {Enterococcus faecalis [TaxId: 1351]},d2b6ca1,a.118.1.17,a.118.1.17,a.118.1.17,a.118.1,a.118,a
d3jxya1 a.118.1.0 (A:1-230) automated matches {Bacillus cereus [TaxId: 222523]},d3jxya1,a.118.1.0,a.118.1.0,a.118.1.0,a.118.1,a.118,a
d1qoja_ a.2.9.1 (A:) C-terminal UvrC-binding domain of UvrB {Escherichia coli [TaxId: 562]},d1qoja_,a.2.9.1,a.2.9.1,a.2.9.1,a.2.9,a.2,a
d5r4oa_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5r4oa_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d2hldh2 a.2.10.1 (H:92-136) Epsilon subunit of F1F0-ATP synthase C-terminal domain {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]},d2hldh2,a.2.10.1,a.2.10.1,a.2.10.1,a.2.10,a.2,a
d2jdih1 a.2.10.1 (H:101-145) Epsilon subunit of F1F0-ATP synthase C-terminal domain {Cow (Bos taurus) [TaxId: 9913]},d2jdih1,a.2.10.1,a.2.10.1,a.2.10.1,a.2.10,a.2,a
d6fgga_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6fgga_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
"d1w9ca_ a.118.1.19 (A:) Exportin-1 (Xpo1, Crm1) {Human (Homo sapiens) [TaxId: 9606]}",d1w9ca_,a.118.1.19,a.118.1.19,a.118.1.19,a.118.1,a.118,a
d3vyca_ a.118.1.0 (A:) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 559292]},d3vyca_,a.118.1.0,a.118.1.0,a.118.1.0,a.118.1,a.118,a
d1aqta1 a.2.10.1 (A:87-136) Epsilon subunit of F1F0-ATP synthase C-terminal domain {Escherichia coli [TaxId: 562]},d1aqta1,a.2.10.1,a.2.10.1,a.2.10.1,a.2.10,a.2,a
d5wmga1 a.29.2.0 (A:44-168) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5wmga1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1coja1 a.2.11.1 (A:2-90) Fe superoxide dismutase (FeSOD) {Aquifex pyrophilus [TaxId: 2714]},d1coja1,a.2.11.1,a.2.11.1,a.2.11.1,a.2.11,a.2,a
d5mwza_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5mwza_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1my6a1 a.2.11.1 (A:1-88) Fe superoxide dismutase (FeSOD) {Thermosynechococcus elongatus [TaxId: 146786]},d1my6a1,a.2.11.1,a.2.11.1,a.2.11.1,a.2.11,a.2,a
d3iu5a1 a.29.2.0 (A:43-154) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3iu5a1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1ix9a1 a.2.11.1 (A:1-90) Mn superoxide dismutase (MnSOD) {Escherichia coli [TaxId: 562]},d1ix9a1,a.2.11.1,a.2.11.1,a.2.11.1,a.2.11,a.2,a
d3ibva_ a.118.1.19 (A:) Exportin-T (Xpot) {Fission yeast (Schizosaccharomyces pombe) [TaxId: 4896]},d3ibva_,a.118.1.19,a.118.1.19,a.118.1.19,a.118.1,a.118,a
d3ak2a1 a.2.11.0 (A:1-92) automated matches {Aeropyrum pernix [TaxId: 272557]},d3ak2a1,a.2.11.0,a.2.11.0,a.2.11.0,a.2.11,a.2,a
d6haza_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d6haza_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d4f6ea1 a.2.11.0 (A:2-90) automated matches {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 559292]},d4f6ea1,a.2.11.0,a.2.11.0,a.2.11.0,a.2.11,a.2,a
d2jaka1 a.118.1.20 (A:30-372) Serine/threonine-protein phosphatase 2A regulatory subunit B56-gamma {Human (Homo sapiens) [TaxId: 9606]},d2jaka1,a.118.1.20,a.118.1.20,a.118.1.20,a.118.1,a.118,a
d4qspa1 a.29.2.0 (A:981-1108) automated matches {Human (Homo sapiens) [TaxId: 9606]},d4qspa1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d3ceia1 a.2.11.0 (A:1-84) automated matches {Helicobacter pylori [TaxId: 210]},d3ceia1,a.2.11.0,a.2.11.0,a.2.11.0,a.2.11,a.2,a
d3g0ja_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3g0ja_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1xqra1 a.118.1.21 (A:84-350) Hsp70-binding protein 1 (HspBP1) {Human (Homo sapiens) [TaxId: 9606]},d1xqra1,a.118.1.21,a.118.1.21,a.118.1.21,a.118.1,a.118,a
d4f2na1 a.2.11.0 (A:22-117) automated matches {Leishmania major [TaxId: 5664]},d4f2na1,a.2.11.0,a.2.11.0,a.2.11.0,a.2.11,a.2,a
d5uiya_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d5uiya_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
"d1z3xa1 a.118.1.22 (A:1-87) GUN4-like protein Ycf53, N-terminal domain {Thermosynechococcus elongatus [TaxId: 146786]}",d1z3xa1,a.118.1.22,a.118.1.22,a.118.1.22,a.118.1,a.118,a
d2cw3a1 a.2.11.0 (A:4-90) automated matches {Perkinsus marinus [TaxId: 31276]},d2cw3a1,a.2.11.0,a.2.11.0,a.2.11.0,a.2.11,a.2,a
d3nxba_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3nxba_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d6gsca1 a.2.11.0 (A:23-87) automated matches {Sphingobacterium spiritivorum [TaxId: 258]},d6gsca1,a.2.11.0,a.2.11.0,a.2.11.0,a.2.11,a.2,a
d4xkba1 a.118.1.22 (A:3-82) Mg-chelatase cofactor Gun4 {Synechocystis sp. [TaxId: 1111708]},d4xkba1,a.118.1.22,a.118.1.22,a.118.1.22,a.118.1,a.118,a
d3d36c_ a.2.12.1 (C:) automated matches {Geobacillus stearothermophilus [TaxId: 272567]},d3d36c_,a.2.12.1,a.2.12.1,a.2.12.1,a.2.12,a.2,a
d3k2ja1 a.29.2.0 (A:356-462) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3k2ja1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1us6a_ a.2.13.1 (A:) Transcriptional repressor TraM {Agrobacterium tumefaciens [TaxId: 358]},d1us6a_,a.2.13.1,a.2.13.1,a.2.13.1,a.2.13,a.2,a
d3eg5b_ a.118.1.23 (B:) automated matches {Mouse (Mus musculus) [TaxId: 10090]},d3eg5b_,a.118.1.23,a.118.1.23,a.118.1.23,a.118.1,a.118,a
d3mqma1 a.29.2.0 (A:2433-2556) automated matches {Human (Homo sapiens) [TaxId: 9606]},d3mqma1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
"d1tjla1 a.2.14.1 (A:7-110) DnaK suppressor protein DksA, alpha-hairpin domain {Escherichia coli [TaxId: 562]}",d1tjla1,a.2.14.1,a.2.14.1,a.2.14.1,a.2.14,a.2,a
d2yyna_ a.29.2.0 (A:) automated matches {Human (Homo sapiens) [TaxId: 9606]},d2yyna_,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d5gmkh_ a.2.15.1 (H:) Pre-mRNA splicing factor Isl1 {Saccharomyces cerevisiae (strain ATCC 204508 / S288c) [TaxId: 559292]},d5gmkh_,a.2.15.1,a.2.15.1,a.2.15.1,a.2.15,a.2,a
d1xm9a1 a.118.1.24 (A:244-700) Plakophilin 1 {Human (Homo sapiens) [TaxId: 9606]},d1xm9a1,a.118.1.24,a.118.1.24,a.118.1.24,a.118.1,a.118,a
d4qnsa1 a.29.2.0 (A:1356-1460) automated matches {Plasmodium falciparum [TaxId: 36329]},d4qnsa1,a.29.2.0,a.29.2.0,a.29.2.0,a.29.2,a.29,a
d1x4ta1 a.2.15.1 (A:8-86) Pre-mRNA-splicing factor ISY1 homolog {Mouse (Mus musculus) [TaxId: 10090]},d1x4ta1,a.2.15.1,a.2.15.1,a.2.15.1,a.2.15,a.2,a
"d2a26a1 a.2.16.1 (A:1-47) Calcyclin-binding protein, CacyBP {Human (Homo sapiens) [TaxId: 9606]}",d2a26a1,a.2.16.1,a.2.16.1,a.2.16.1,a.2.16,a.2,a
